card_id,player_class,type,name,set,text,cost,attack,health,rarity,collectible,flavor,race,how_to_earn,how_to_earn_golden,targeting_arrow_text,faction,durability
KARA_07_05,NEUTRAL,SPELL,Stampeding Beast!,KARA,Summon a random Beast.,3.0,,,,,,,,,,,
CFM_621t25,NEUTRAL,SPELL,Heart of Fire,GANGS,Deal $8 damage.,10.0,,,,,,,,,,,
EX1_309,WARLOCK,SPELL,Siphon Soul,EXPERT1,Destroy a minion. Restore #3 Health to your hero.,6.0,,,RARE,1.0,You probably should avoid siphoning your own soul.  You might create some kind of weird infinite loop.,,,,,,
TB_SPT_BossWeapon,NEUTRAL,WEAPON,Armory,TB,Attack increases over time.,1.0,0.0,,,,,,,,,,1.0
LOEA01_11h,NEUTRAL,MINION,Rod of the Sun,LOE,<b>Deathrattle:</b> Surrender this to your opponent.,0.0,0.0,5.0,,,,,,,,,
PRO_001c,NEUTRAL,SPELL,Power of the Horde,PROMO,Summon a random Horde Warrior.,4.0,,,,,,,,,,,
BRM_013,HUNTER,SPELL,Quick Shot,BRM,"Deal $3 damage.
If your hand is empty, draw a card.",2.0,,,COMMON,1.0,Han shot first.,,"Unlocked in Blackrock Depths, in the Blackrock Mountain adventure.","Crafting unlocked in Blackrock Depths, in the Blackrock Mountain adventure.",,,
AT_033,ROGUE,SPELL,Burgle,TGT,Add 2 random class cards to your hand <i>(from your opponent's class)</i>.,3.0,,,RARE,1.0,Yoink!,,,,,,
EX1_339,PRIEST,SPELL,Thoughtsteal,EXPERT1,Copy 2 cards in your opponent's deck and add them to your hand.,3.0,,,COMMON,1.0,"""What do you get when you cast Thoughtsteal on an Orc?  Nothing!"" - Tauren joke",,,,,,
CS2_232,DRUID,MINION,Ironbark Protector,CORE,<b>Taunt</b>,8.0,8.0,8.0,COMMON,1.0,I <i>dare</i> you to attack Darnassus.,,Unlocked at Level 10.,Unlocked at Level 49.,,,
TB_PickYourFate_1,NEUTRAL,SPELL,Dire Fate: Taunt and Charge,TB,All minions have <b>Taunt</b> and <b>Charge</b>.,0.0,,,,,,,,,,,
EX1_100,NEUTRAL,MINION,Lorewalker Cho,EXPERT1,"Whenever a player casts a spell, put a copy into the other player’s hand.",2.0,0.0,4.0,LEGENDARY,1.0,"Lorewalker Cho archives and shares tales from the land of Pandaria, but his favorite story is the one where Joey and Phoebe go on a road trip.",,,,,,
NAX13_03,NEUTRAL,SPELL,Supercharge,NAXX,Give your minions +2 Health.,2.0,,,,,,,,,,,
TB_BRMA01_2H_2,NEUTRAL,HERO_POWER,Pile On!!!,TB,"<b>Hero Power</b>
Put a minion from each deck into the battlefield.",0.0,,,,,,,,,,,
OG_308,HUNTER,MINION,Giant Sand Worm,OG,"Whenever this attacks and kills a minion, it may attack again.",8.0,8.0,8.0,EPIC,1.0,Banned from every all-you-can-eat buffet on Azeroth.,BEAST,,,,,
AT_036t,ROGUE,MINION,Nerubian,TGT,,4.0,4.0,4.0,,,,,,,,,
CFM_712_t11,NEUTRAL,MINION,Jade Golem,GANGS,,10.0,11.0,11.0,,,,,,,,,
BRMA04_2,NEUTRAL,HERO_POWER,Magma Pulse,BRM,"<b>Hero Power</b>
Deal 1 damage to all minions.",1.0,,,,,,,,,,,
AT_109e,NEUTRAL,ENCHANTMENT,Inspired,TGT,Can attack this turn.,,,,,,,,,,,,
OG_102e,NEUTRAL,ENCHANTMENT,Power Transfer,OG,Swapped stats.,,,,,,,,,,,,
LOE_073e,NEUTRAL,ENCHANTMENT,Fossilized,LOE,Has <b>Taunt</b>.,,,,,,,,,,,,
BRMA13_4_2_TB,NEUTRAL,HERO_POWER,Wild Magic,TB,"<b>Hero Power</b>
Put a random spell from your opponent's class into your hand.",2.0,,,,,,,,,,,
CS2_179,NEUTRAL,MINION,Sen'jin Shieldmasta,CORE,<b>Taunt</b>,4.0,3.0,5.0,FREE,1.0,"Sen'jin Villiage is nice, if you like trolls and dust.",,,Unlocked at Rogue Level 59.,,HORDE,
LOEA09_7H,NEUTRAL,MINION,Cauldron,LOE,"<b>Taunt</b>
<b>Deathrattle:</b> Save Sir Finley!",0.0,0.0,10.0,,,,,,,,,
CS2_038e,SHAMAN,ENCHANTMENT,Ancestral Spirit,EXPERT1,<b>Deathrattle:</b> Resummon this minion.,,,,,,,,,,,,
NAX6_01,NEUTRAL,HERO,Loatheb,NAXX,,,,75.0,,,,,,,,,
KARA_09_04,NEUTRAL,HERO_POWER,Dark Pact,KARA,"<b>Passive Hero Power</b>
Only Icky Imps can damage Illhoof!",0.0,,,,,,,,,,,
BRMA12_8te,NEUTRAL,ENCHANTMENT,Draconic Lineage,BRM,+2/+2,,,,,,,,,,,,
FP1_005e,NEUTRAL,ENCHANTMENT,Consume,NAXX,Increased stats.,,,,,,,,,,,,
EX1_360e,PALADIN,ENCHANTMENT,Humility,CORE,Attack has been changed to 1.,,,,,,,,,,,,
BRMA01_2H,NEUTRAL,HERO_POWER,Pile On!,BRM,"<b>Hero Power</b>
Put two minions from your deck and one from your opponent's into the battlefield.",0.0,,,,,,,,,,,
AT_065e,NEUTRAL,ENCHANTMENT,King's Defender,TGT,+1 Durability.,,,,,,,,,,,,
OG_200,NEUTRAL,MINION,Validated Doomsayer,OG,"At the start of your turn, set this minion's Attack to 7.",5.0,0.0,7.0,EPIC,1.0,Really feels good about himself and is in a much better place now. But… he sure does miss piloting those shredders.,,,,,,
BRM_031,NEUTRAL,MINION,Chromaggus,BRM,"Whenever you draw a card, put another copy into your hand.",8.0,6.0,8.0,LEGENDARY,1.0,"Left head and right head can never agree about what to eat for dinner, so they always end up just eating ramen again.",DRAGON,"Unlocked in Blackwing Lair, in the Blackrock Mountain adventure.","Crafting unlocked in Blackwing Lair, in the Blackrock Mountain adventure.",,,
NEW1_021,NEUTRAL,MINION,Doomsayer,EXPERT1,"At the start of your turn, destroy ALL minions.",2.0,0.0,7.0,EPIC,1.0,He's almost been right so many times. He was <i>sure</i> it was coming during the Cataclysm.,,,,,,
EX1_162o,NEUTRAL,ENCHANTMENT,Strength of the Pack,EXPERT1,+1 Attack from Dire Wolf Alpha.,,,,,,,,,,,,
LOEA07_21,NEUTRAL,SPELL,Barrel Forward,LOE,Get 1 turn closer to the Exit!,1.0,,,,,,,,,,,
EX1_158t,DRUID,MINION,Treant,EXPERT1,,2.0,2.0,2.0,,,,,,,,,
NEW1_022,NEUTRAL,MINION,Dread Corsair,EXPERT1,"<b>Taunt</b>
Costs (1) less per Attack of your weapon.",4.0,3.0,3.0,COMMON,1.0,"""Yarrrr"" is a pirate word that means ""Greetings, milord.""",PIRATE,,,,,
TB_010,NEUTRAL,ENCHANTMENT,Deckbuilding Enchant,TB,,,,,,,,,,,,,
HERO_06,DRUID,HERO,Malfurion Stormrage,CORE,,,,30.0,FREE,1.0,,,,,,,
EX1_244,SHAMAN,SPELL,Totemic Might,CORE,Give your Totems +2 Health.,0.0,,,COMMON,1.0,Totem-stomping is no longer recommended.,,Unlocked at Level 6.,Unlocked at Level 28.,,,
HERO_05a,HUNTER,HERO,Alleria Windrunner,HERO_SKINS,,,,30.0,EPIC,1.0,,,,,,,
CFM_669,NEUTRAL,MINION,Burgly Bully,GANGS,"Whenever your opponent casts a spell, add a Coin to your hand.",5.0,4.0,6.0,EPIC,1.0,He only burgles to pay the bills.  He is really just a bully at heart.,,,,,,
CS2_076,ROGUE,SPELL,Assassinate,CORE,Destroy an enemy minion.,5.0,,,FREE,1.0,"If you don't want to be assassinated, move to the Barrens and change your name. Good luck!",,Unlocked at Level 1.,Unlocked at Level 47.,,,
BRMC_95he,NEUTRAL,MINION,Core Hound Pup,TB,"At the end of each turn, summon all Core Hound Pups that died this turn.",3.0,2.0,4.0,,,,BEAST,,,,,
EX1_015,NEUTRAL,MINION,Novice Engineer,CORE,<b>Battlecry:</b> Draw a card.,2.0,1.0,1.0,FREE,1.0,"""Half of this class will not graduate… since they'll have been turned to chickens."" - Tinkmaster Overspark, teaching Gizmos 101.",,,Unlocked at Druid Level 59.,,ALLIANCE,
PART_007,NEUTRAL,SPELL,Whirling Blades,GVG,Give a minion +1 Attack.,1.0,,,,,,,,,,,
BRMA12_6H,NEUTRAL,SPELL,Brood Affliction: Black,BRM,"While this is in your hand, whenever Chromaggus draws a card, he gets another copy of it.",3.0,,,,,,,,,,,
CS2_231,NEUTRAL,MINION,Wisp,EXPERT1,,0.0,1.0,1.0,COMMON,1.0,"If you hit an Eredar Lord with enough Wisps, it will explode.   But why?",,,,,,
BRMA16_5e,NEUTRAL,ENCHANTMENT,I hear you...,BRM,Increased Attack.,,,,,,,,,,,,
AT_105,NEUTRAL,MINION,Injured Kvaldir,TGT,<b>Battlecry:</b> Deal 3 damage to this minion.,1.0,2.0,4.0,RARE,1.0,Don't worry.  With a little skin cream he's going to clear right up.,,,,,,
BRMA09_2Ht,NEUTRAL,MINION,Whelp,BRM,,1.0,2.0,2.0,,,,DRAGON,,,,,
CFM_712_t12,NEUTRAL,MINION,Jade Golem,GANGS,,10.0,12.0,12.0,,,,,,,,,
XXX_097,NEUTRAL,MINION,AI Buddy - Destroy Minions,CHEAT,Spawn into play to destroy all minions.,0.0,1.0,1.0,,,,,,,,,
AT_065,WARRIOR,WEAPON,King's Defender,TGT,"<b>Battlecry:</b> If you have a minion with <b>Taunt</b>,  gain +1 Durability.",3.0,3.0,,RARE,1.0,"""King's Attacker"" is a shield.  Funny, huh?",,,,,,2.0
CS2_226,NEUTRAL,MINION,Frostwolf Warlord,CORE,<b>Battlecry:</b> Gain +1/+1 for each other friendly minion on the battlefield.,5.0,4.0,4.0,COMMON,1.0,The Frostwolves are locked in combat with the Stormpike Expedition over control of Alterac Valley.  Every attempt at peace-talks has ended with Captain Galvangar killing the mediator.,,,Unlocked at Shaman Level 53.,,HORDE,
EX1_129,ROGUE,SPELL,Fan of Knives,CORE,Deal $1 damage to all enemy minions. Draw a card.,3.0,,,COMMON,1.0,"I wouldn't say I LOVE knives, but I'm definitely a fan.",,Unlocked at Level 4.,Unlocked at Level 28.,,,
OG_315e,NEUTRAL,ENCHANTMENT,Reforged,OG,+1/+1.,,,,,,,,,,,,
OG_023t,NEUTRAL,ENCHANTMENT,Primally Infused,OG,Increased stats.,,,,,,,,,,,,
KARA_08_06,NEUTRAL,MINION,Blue Portal,KARA,The character in the blue beam only takes 1 damage at a time.,1.0,0.0,1.0,,,,,,,,,
CFM_639,PALADIN,MINION,Grimestreet Enforcer,GANGS,"At the end of your turn, give all minions in your hand +1/+1.",5.0,4.0,4.0,RARE,1.0,"""Sir, you don't have a permit to park your mount here.""",,,,,,
AT_117,NEUTRAL,MINION,Master of Ceremonies,TGT,"<b>Battlecry:</b> If you have a minion with <b>Spell Damage</b>, gain +2/+2.",3.0,4.0,2.0,EPIC,1.0,"Goes by ""MC ElfyElf"".",,,,,,
Mekka4,NEUTRAL,MINION,Poultryizer,PROMO,"At the start of your turn, transform a random minion into a 1/1 Chicken.",1.0,0.0,3.0,COMMON,,,MECHANICAL,,,,ALLIANCE,
tt_004o,NEUTRAL,ENCHANTMENT,Cannibalize,EXPERT1,Increased Attack.,,,,,,,,,,,,
NAX9_04,NEUTRAL,MINION,Sir Zeliek,NAXX,Your hero is <b>Immune</b>.,3.0,1.0,7.0,LEGENDARY,,,,,,,,
EX1_258,SHAMAN,MINION,Unbound Elemental,EXPERT1,"Whenever you play a card with <b>Overload</b>, gain +1/+1.",3.0,2.0,4.0,COMMON,1.0,"Unlike bound elementals, Unbound ones really enjoy a night on the town.",,,,,,
LOEA16_19,NEUTRAL,MINION,Sun Raider Phaerix,LOE,"At the end of your turn, add a Blessing of the Sun to your hand.",5.0,5.0,5.0,LEGENDARY,,,,,,,,
BRMA11_1H,NEUTRAL,HERO,Vaelastrasz the Corrupt,BRM,,,,30.0,,,,,,,,,
GVG_018,WARLOCK,MINION,Mistress of Pain,GVG,"Whenever this minion deals damage, restore that much Health to your hero.",2.0,1.0,4.0,RARE,1.0,Her sister is the Mistress of Pane who sells windows and shower doors.,DEMON,,,,,
CFM_619,NEUTRAL,MINION,Kabal Chemist,GANGS,<b>Battlecry:</b> Add a random Potion to your hand.,4.0,3.0,3.0,COMMON,1.0,"Sure you could have that Polymorph potion, but wouldn't you rather have this mystery potion?  It could be anything.  Even a Polymorph potion!",,,,,,
BRM_034,NEUTRAL,MINION,Blackwing Corruptor,BRM,"<b>Battlecry:</b> If you're holding a Dragon, deal 3 damage.",5.0,5.0,4.0,COMMON,1.0,He got his name when he gave Blackwing some comic books and rock & roll records.,,"Unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.","Crafting unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.",Deal 3 damage.,,
LOEA04_06b,NEUTRAL,SPELL,Walk Across Gingerly,LOE,Take 5 damage.,0.0,,,,,,,,,,,
CFM_621t24,NEUTRAL,SPELL,Goldthorn,GANGS,Give your minions +4 Health.,5.0,,,,,,,,,,,
CS2_072,ROGUE,SPELL,Backstab,CORE,Deal $2 damage to an undamaged minion.,0.0,,,FREE,1.0,"It's funny how often yelling ""Look over there!"" gets your opponent to turn around.",,Unlocked at Level 1.,Unlocked at Level 36.,,,
OG_335,PRIEST,MINION,Shifting Shade,OG,<b>Deathrattle:</b> Copy a card from your opponent's deck and add it to your hand.,4.0,4.0,3.0,RARE,1.0,"Yeah, it's cooler in the shade, but you're also more likely to get JACKED.",,,,,,
KAR_A10_33,NEUTRAL,HERO_POWER,Cheat,KARA,"<b>Hero Power</b>
Destroy the left-most enemy minion.",2.0,,,,,,,,,,,
CS2_155,NEUTRAL,MINION,Archmage,CORE,<b>Spell Damage +1</b>,6.0,4.0,7.0,COMMON,1.0,You earn the title of Archmage when you can destroy anyone who calls you on it.,,,Unlocked at Mage Level 57.,,ALLIANCE,
CS2_011o,DRUID,ENCHANTMENT,Savage Roar,CORE,+2 Attack this turn.,,,,,,,,,,,,
LOEA16_16H,NEUTRAL,HERO_POWER,Rummage,LOE,Find an artifact.,2.0,,,,,,,,,,,
CFM_308,DRUID,MINION,Kun the Forgotten King,GANGS,<b>Choose One -</b> Gain 10 Armor; or Refresh your Mana Crystals.,10.0,7.0,7.0,LEGENDARY,1.0,"Aya siphons a bit of Kun's soul to animate each golem in her Jade army. To his credit, he's being a great sport about it.",,,,,,
CFM_712_t26,NEUTRAL,MINION,Jade Golem,GANGS,,10.0,26.0,26.0,,,,,,,,,
LOEA16_25,NEUTRAL,MINION,Lady Naz'jar,LOE,"At the end of your turn, replace all other minions with new ones of the same Cost.",5.0,5.0,5.0,LEGENDARY,,,,,,,,
EX1_312,WARLOCK,SPELL,Twisting Nether,EXPERT1,Destroy all minions.,8.0,,,EPIC,1.0,The Twisting Nether is a formless place of magic and illusion and destroyed minions.,,,,,,
LOEA09_8H,NEUTRAL,MINION,Slithering Guard,LOE,<b>Taunt</b>,5.0,5.0,7.0,,,,,,,,,
LOEA09_13,NEUTRAL,MINION,Hungry Naga,LOE,,5.0,5.0,1.0,,,,,,,,,
KARA_13_19,NEUTRAL,MINION,Red Riding Hood,TB,<b>Taunt. Deathrattle:</b> Enemies can't attack this turn.,5.0,3.0,2.0,,,,,,,,,
OG_045a,DRUID,ENCHANTMENT,Nerubian Spores,OG,Get a Beast when this dies.,,,,COMMON,,,,,,,,
LOE_011,NEUTRAL,MINION,Reno Jackson,LOE,"<b>Battlecry:</b> If your deck has no duplicates, fully heal your hero.",6.0,4.0,6.0,LEGENDARY,1.0,Reno is a four-time winner of the 'Best Accessorized Explorer' award.,,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",,,
NAX12_02H_2_TB,NEUTRAL,HERO_POWER,Decimate,TB,"<b>Hero Power</b>
Change the Health of enemy minions to 1.",2.0,,,,,,,,,,,
GVG_037,SHAMAN,MINION,Whirling Zap-o-matic,GVG,<b>Windfury</b>,2.0,3.0,2.0,COMMON,1.0,"If you pay a little extra, you can get it in ""candy-apple red.""",MECHANICAL,,,,,
OG_087,MAGE,MINION,Servant of Yogg-Saron,OG,<b>Battlecry:</b> Cast a random spell that costs (5) or less <i>(targets chosen randomly)</i>.,5.0,5.0,4.0,RARE,1.0,Yogg-Saron always likes to complain about how he has too many servants and there are too many mouths to feed.,,,,,,
OG_302,WARLOCK,MINION,Usher of Souls,OG,"Whenever a friendly minion dies, give your C'Thun +1/+1
<i>(wherever it is).</i>",5.0,5.0,6.0,COMMON,1.0,Nothing unburdens your soul like a good ushing!,,,,,,
EX1_014,NEUTRAL,MINION,King Mukla,EXPERT1,<b>Battlecry:</b> Give your opponent 2 Bananas.,3.0,5.0,5.0,LEGENDARY,1.0,"King Mukla wanders Jaguero Isle, searching for love.",BEAST,,,,,
CFM_064e,NEUTRAL,ENCHANTMENT,Size Increase,GANGS,Increased stats.,,,,,,,,,,,,
TB_PickYourFate_7_Ench_2nd,NEUTRAL,ENCHANTMENT,Fate 7 Ench 2nd,TB,,,,,,,,,,,,,
TB_ClassRandom_Paladin,PALADIN,SPELL,Second Class: Paladin,TB,Add Paladin cards to your deck.,0.0,,,,,,,,,,,
OG_174,NEUTRAL,MINION,Faceless Shambler,OG,"<b>Taunt</b>
<b>Battlecry:</b> Copy a friendly minion's Attack and Health.",4.0,1.0,1.0,EPIC,1.0,"""What is that thing?!"" ""I'm not sure, but it seems to be sort of Y'sera shaped.""",,,,,,
NAX7_03H,NEUTRAL,HERO_POWER,Unbalancing Strike,NAXX,"<b>Hero Power</b>
Deal 4 damage.",1.0,,,,,,,,,,,
CS2_237,HUNTER,MINION,Starving Buzzard,CORE,"Whenever you summon a Beast, draw a card.",5.0,3.0,2.0,COMMON,1.0,"If you feed him, he loses his whole <i>identity</i>.",BEAST,Unlocked at Level 4.,Unlocked at Level 47.,,,
EX1_412e,NEUTRAL,ENCHANTMENT,Enraged,EXPERT1,+1 Attack and <b>Windfury</b>.,,,,,,,,,,,,
KAR_A01_01H,NEUTRAL,HERO,Magic Mirror,KARA,,,,30.0,,,,,,,,,
GVG_064,NEUTRAL,MINION,Puddlestomper,GVG,,2.0,3.0,2.0,COMMON,1.0,"He pays homage to Morgl, the great murloc oracle! (Who doesn't??)",MURLOC,,,,,
OG_282e,NEUTRAL,ENCHANTMENT,Devotion of the Blade,OG,Increased stats.,,,,,,,,,,,,
KAR_205,WARLOCK,MINION,Silverware Golem,KARA,"If you discard this minion, summon it.",3.0,3.0,3.0,RARE,1.0,From the secret research labs of the Swiss Army.,,"Unlocked in the Parlor, in One Night in Karazhan.","Crafting unlocked in the Parlor, in One Night in Karazhan.",,,
KAR_010,PALADIN,MINION,Nightbane Templar,KARA,"<b>Battlecry:</b> If you're holding a Dragon, summon two 1/1 Whelps.",3.0,2.0,3.0,COMMON,1.0,"Originally joined to be Arcanagos’ Templar, but has to admit that ordering pizza has become waaaay easier.",,"Unlocked in the Menagerie, in One Night in Karazhan.","Crafting unlocked in the Menagerie, in One Night in Karazhan.",,,
KARA_09_06,NEUTRAL,SPELL,Shadow Volley,KARA,Deal $3 damage to all non-Demon minions.,6.0,,,,,,,,,,,
LOEA13_2,NEUTRAL,HERO_POWER,Ancient Power,LOE,"<b>Hero Power</b>
Give each player a random card. It costs (0).",0.0,,,,,,,,,,,
XXX_055,NEUTRAL,SPELL,1000 Stats,CHEAT,Give a Minion +1000/+1000,0.0,,,,,,,,,,,
TB_AllMinionsTauntCharge,NEUTRAL,ENCHANTMENT,Give Taunt and Charge,TB,This minion is granted <b>Taunt</b> and <b>Charge</b>.,,,,,,,,,,,,
XXX_020,NEUTRAL,SPELL,Damage all but 1,CHEAT,Set the Health of a character to 1.,0.0,,,COMMON,,,,,,,,
KAR_A02_05,NEUTRAL,MINION,Cup,KARA,Plates have +1 Attack.,2.0,2.0,1.0,,,,,,,,,
AT_055,PRIEST,SPELL,Flash Heal,TGT,Restore #5 Health.,1.0,,,COMMON,1.0,Flash!  Ahhhhhhh~,,,,,,
TB_PickYourFate_12,NEUTRAL,SPELL,Fate: Confusion,TB,"At the end of each turn, swap all minions' Attack and Health.",0.0,,,,,,,,,,,
NAX2_01,NEUTRAL,HERO,Grand Widow Faerlina,NAXX,,,,30.0,,,,,,,,,
LOE_089t2,NEUTRAL,MINION,Wily Runt,LOE,,2.0,2.0,2.0,,,,,,,,,
TB_SPT_DPromoSecret10,WARRIOR,SPELL,Visions of Hate,TB,"<b>Secret:</b> When both heroes have 15 or less Health, BRAWL!",2.0,,,,,,,,,,,
CFM_810,NEUTRAL,MINION,Leatherclad Hogleader,GANGS,"<b>Battlecry:</b> If your opponent has 6 or more cards in hand, gain <b>Charge</b>.",6.0,6.0,6.0,EPIC,1.0,"The Hogchoppers, the terrors of Tanaris, can always be found at one tavern or another in Gadgetzan, refueling for totally real and legit adventures that they go on.",,,,,,
BRM_014e,HUNTER,ENCHANTMENT,Power Rager,BRM,+3/+3,,,,,,,,,,,,
AT_024e,NEUTRAL,ENCHANTMENT,Dark Fusion,TGT,+3/+3.,,,,,,,,,,,,
CFM_816e,NEUTRAL,ENCHANTMENT,Get Big,GANGS,+2/+2.,,,,,,,,,,,,
AT_054,SHAMAN,MINION,The Mistcaller,TGT,<b>Battlecry:</b> Give all minions in your hand and deck +1/+1.,6.0,4.0,4.0,LEGENDARY,1.0,"Calling the mist doesn't sound all that great.  ""Ooooh, it is slightly damp now!""",,,,,,
NEW1_003,WARLOCK,SPELL,Sacrificial Pact,CORE,Destroy a Demon. Restore #5 Health to your hero.,0.0,,,COMMON,1.0,This is the reason that Demons never really become friends with Warlocks.,,Unlocked at Level 8.,Unlocked at Level 15.,,,
EX1_620,NEUTRAL,MINION,Molten Giant,EXPERT1,Costs (1) less for each damage your hero has taken.,25.0,8.0,8.0,EPIC,1.0,He gets terrible heartburn.  BECAUSE HE IS FULL OF LAVA.,,,,,,
CFM_672,NEUTRAL,MINION,Madam Goya,GANGS,<b>Battlecry:</b> Choose a friendly minion. Swap it with a minion in your deck.,6.0,4.0,3.0,LEGENDARY,1.0,"She has set up her Black Market here in Gadgetzan for one purpose, to make a KILLING when Beanie Babies make their inevitable comeback.",,,,,,
EX1_128e,ROGUE,ENCHANTMENT,Concealed,EXPERT1,Stealthed until your next turn.,,,,,,,,,,,,
EX1_165a,DRUID,SPELL,Cat Form,EXPERT1,<b>Charge</b>,0.0,,,COMMON,,,,,,,,
OG_188,DRUID,MINION,Klaxxi Amber-Weaver,OG,"<b>Battlecry:</b> If your C'Thun has at least 10 Attack, gain +5 Health.",4.0,4.0,5.0,RARE,1.0,Amberweaving is a specialty course at the local trade school.,,,,,,
BRMA15_2He,NEUTRAL,ENCHANTMENT,Potion of Might,BRM,+2/+2.,,,,,,,,,,,,
HERO_01,WARRIOR,HERO,Garrosh Hellscream,CORE,,,,30.0,FREE,1.0,,,,,,,
EX1_625,PRIEST,SPELL,Shadowform,EXPERT1,Your Hero Power becomes 'Deal 2 damage'. If already in Shadowform: 3 damage.,3.0,,,EPIC,1.0,If a bright light shines on a priest in Shadowform… do they cast a shadow?,,,,,,
CFM_693,ROGUE,MINION,Gadgetzan Ferryman,GANGS,<b>Combo:</b> Return a friendly minion to your hand.,2.0,2.0,3.0,RARE,1.0,"Is it just me, or is there something fishy about that ferryman?",,,,,,
EX1_596e,WARLOCK,ENCHANTMENT,Demonfire,EXPERT1,This Demon has +2/+2.,,,,COMMON,,,,,,,,
LOEA05_03,NEUTRAL,HERO_POWER,Trogg Hate Spells!,LOE,"<b>Passive Hero Power</b>
 Enemy spells cost (2) more. Swap at the start of your turn.",0.0,,,,,,,,,,,
KAR_702,NEUTRAL,MINION,Menagerie Magician,KARA,"<b>Battlecry:</b> Give a random friendly Beast, Dragon, and Murloc +2/+2.",5.0,4.0,4.0,COMMON,1.0,"Just between us, if things get tight the Menagerie Magician position will probably be the first to go.",,"Unlocked in the Menagerie, in One Night in Karazhan.","Crafting unlocked in the Menagerie, in One Night in Karazhan.",,,
BRMA17_6H,NEUTRAL,MINION,Bone Construct,BRM,,1.0,4.0,2.0,,,,,,,,,
CFM_604,PRIEST,SPELL,Greater Healing Potion,GANGS,Restore 12 Health to a friendly character.,4.0,,,RARE,1.0,Filled with electrolytes!,,,,,,
LOEA14_1,NEUTRAL,HERO,The Steel Sentinel,LOE,,,,30.0,,,,,,,,,
NEW1_034,HUNTER,MINION,Huffer,CORE,<b>Charge</b>,3.0,4.0,2.0,COMMON,,,BEAST,,,,,
OG_051,DRUID,MINION,Forbidden Ancient,OG,<b>Battlecry:</b> Spend all your Mana. Gain +1/+1 for each mana spent.,1.0,1.0,1.0,EPIC,1.0,This Ancient was banned from the local tavern after tucking a 'Dr. Boom' up its sleeve.,,,,,,
CFM_653,NEUTRAL,MINION,Hired Gun,GANGS,<b>Taunt</b>,3.0,4.0,3.0,COMMON,1.0,He loves his job and would do it for free!  (But don't tell his boss!),,,,,,
AT_094,NEUTRAL,MINION,Flame Juggler,TGT,<b>Battlecry:</b> Deal 1 damage to a random enemy.,2.0,2.0,3.0,COMMON,1.0,"At first he liked juggling chain saws, but then he thought, ""Flames are better!  Because FIRE!""",,,,,,
BRMA04_4,NEUTRAL,SPELL,Rock Out,BRM,Summon 3 Firesworn. <b>Overload:</b> (2),3.0,,,,,,,,,,,
BRM_016,WARRIOR,MINION,Axe Flinger,BRM,"Whenever this minion takes damage, deal 2 damage to the enemy hero.",4.0,2.0,5.0,COMMON,1.0,"Once a lowly ""Stick Flinger"", he's been relentless on the path to his ultimate dream: ""Tauren Flinger"".",,"Unlocked in Molten Core, in the Blackrock Mountain adventure.","Crafting unlocked in Molten Core, in the Blackrock Mountain adventure.",,,
GVG_111t,NEUTRAL,MINION,V-07-TR-0N,GVG,"<b>Charge</b>
<b>Mega-Windfury</b> <i>(Can attack four times a turn.)</i>",8.0,4.0,8.0,LEGENDARY,,,MECHANICAL,,,,,
NEW1_007a,DRUID,SPELL,Starfall,EXPERT1,Deal $2 damage to all enemy minions.,0.0,,,,,,,,,,,
CFM_651e,NEUTRAL,ENCHANTMENT,Extra Sharp,GANGS,+1 Attack.,,,,,,,,,,,,
EX1_165b,DRUID,SPELL,Bear Form,EXPERT1,+2 Health and <b>Taunt</b>.,0.0,,,COMMON,,,,,,,,
LOEA02_01h,NEUTRAL,HERO,Zinaar,LOE,,,,30.0,,,,,,,,,
AT_066,WARRIOR,MINION,Orgrimmar Aspirant,TGT,<b>Inspire:</b> Give your weapon +1 Attack.,3.0,3.0,3.0,COMMON,1.0,"""Four out of three orcs struggle with math."" - Angry Zurge",,,,,,
GVG_045,WARLOCK,SPELL,Imp-losion,GVG,Deal $2-$4 damage to a minion. Summon a 1/1 Imp for each damage dealt.,4.0,,,RARE,1.0,The shrapnel is waaaaay worse than the explosion.,,,,,,
LOE_110,NEUTRAL,MINION,Ancient Shade,LOE,<b>Battlecry:</b> Shuffle an 'Ancient Curse' into your deck that deals 7 damage to you when drawn.,4.0,7.0,4.0,RARE,1.0,Warning: Do not expose to direct sunlight.,,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",,,
LOEA16_27H,NEUTRAL,MINION,The Steel Sentinel,LOE,This minion can only take 1 damage at a time.,10.0,10.0,10.0,LEGENDARY,,,,,,,,
EX1_587,SHAMAN,MINION,Windspeaker,CORE,<b>Battlecry:</b> Give a friendly minion <b>Windfury</b>.,4.0,3.0,3.0,COMMON,1.0,Is there anything worse than a Windspeaker with halitosis?,,Unlocked at Level 8.,Unlocked at Level 45.,Give <b>Windfury</b>.,,
CS2_042,SHAMAN,MINION,Fire Elemental,CORE,<b>Battlecry:</b> Deal 3 damage.,6.0,6.0,5.0,COMMON,1.0,He can never take a bath. Ewww.,,Unlocked at Level 10.,Unlocked at Level 49.,Deal 3 damage.,,
